Dates,Scores,Reviews
May 19 2017,positive,i love this movie the characters are awesome the action scenes are well done and the visuals are breathtaking
May 18 2017,positive,perhaps the best superhero movie as a whole  i cannot think of any problems with this movie  everyone makes decent appearance and 220 movie duration is great and it is never boring
May 18 2017,positive,one of the greatest super hero movies of all time
May 14 2017,positive,thrilling actionpacked and with the synergy of a well balanced cast the avengers is an excellent film that exceeded all expectations and paves the way for a new wave of hopefully marvel excellence
May 14 2017,positive,despite some questionable green screen around the last 3rd of the movie the avengers is still a ton of fun it really was a risk trying to make this movie happen and it really payed off  i still preferred the dark knight rises and the amazing spiderman when it comes to superhero movies of 2012 but i still think this film kicks ass   910
May 3 2017,positive,another amazing marvel movie
Apr 28 2017,positive,this film is a spectacle that leaves us dazzled the first time and entertained atmost with repeated viewings the cast most notably johansson hiddleston and newcomer mark ruffalo are the highlights of this film and are accompanied by great humour and entertaining action sequences however there is littletono plot to the film and is really only a bunch of action sequences and quippy dialogue strung together to make an entertaining popcorn flick
Apr 19 2017,positive,best comics book movie period a
Apr 14 2017,positive,funny thrilling smart actionpacked and very cool to see great performances and marvel smashing action even a few funny moments too
Apr 1 2017,positive,a bit too crazy and didnt live up to my expectations as much it was great but could have been better
Mar 28 2017,positive,greatest super hero movie ever dont fight me on this
Mar 25 2017,positive,grand giant and perfectly connected movie instead of age of ultron whereby there is a lack of connection just second to iron man 1 not easy to top
Mar 24 2017,positive,watching this movie multiple times may have dented my appreciation for how good it actually is the characters all feel like they get their own part of the film and not overshadowed by the others some genuine laugh out loud moments and good relationships established between these characters maybe this was the time when a big swirling thing in the sky was a good way to end a movie but this has now become a bit stale
Mar 23 2017,negative,i kind of remember this movie but none of it was any good long and boring
Mar 20 2017,positive,although not the first super hero team up  but still this movie was better than xmen 1 and this also had great sense of humor and great performances by the actors
Mar 18 2017,positive,incomparable with other blockbuster hits such as the dark knight or spiderman 2 due to its join up of other mcu characters therefore comparing to the other join up of hero movies the avengers is down as the greatest of all time in my book this is what marvel was building up in the mcu and they showed up  my score 99
Mar 8 2017,positive,although at the time it was nice seeing a number of superheroes in a single film for the very first time the enjoyment wears off rather quick and the avengers isnt all that entertaining
Mar 7 2017,positive,one of my favourite movies of all time marvel pulled off what many thought couldnt be done  just a fantastic film through and through  though this isnt the longest review i have done it is just i could go on for a very long time about how awesome this film is acting action everything is very very good  95
Mar 6 2017,positive,a fun romp but dont expect anything more
Mar 4 2017,negative,fabulous production of a mishmash of heroes where the villain has to be top otherwise why call all of them superman spiderman batman are missing probably because they work for another government or franchise i thought that was a bit much in comic book form and i agree with myself in film form its already a stretch to live in one superhero world mixing them make it so preposterous its like drinking wine and milk at the same time and that is for two add cognac cranberry juice and tea and i feel like puking a marvel of special effects though much too much
Mar 4 2017,negative,fabulous production of a mishmash of heroes where the villain has to be top otherwise why call all of them superman spiderman batman are missing probably because they work for another government or franchise i thought that was a bit much in comic book form and i agree with myself in film form its already a stretch to live in one superhero world mixing them make it so preposterous its like drinking wine and milk at the same time and that is for two add cognac cranberry juice and tea and i feel like puking a marvel of special effects though much too much
Mar 2 2017,positive,this was a good movie
Feb 26 2017,positive,the avengers makes the best of whats come before and presents us with an epic comic book movie with welldeveloped characters glorious combat and a worthy villain the little character moments in between give this film a lighthearted tone
Feb 23 2017,positive,doesnt hold up and is somewhat a struggle to get through
Feb 21 2017,positive,a vast cheesy pizza very loud very long making little sense and with some very earnest and stiff acting if only writerdirector joss whedon had been less indulgent the whole thing would have been twice as much fun having said which its fine and exactly what any teenager would expect
Feb 14 2017,positive,fun lighthearted creative wellthought and overall a great superhero film they have been setting up for this since 2008 with the release of iron man and the final product of the set up turns out to be a great film this is going to be a classic in the near future great example that you can make a comicbook accurate movie with great storytelling and designs
Feb 3 2017,positive,one of the best movies ive seen in a long time its one of those movies where you dont have to know a lot about the characters history to understand the movie the actors do a good job with the characters especially mark ruffalo as the hulk with its gripping plot and talented cast the first avengers movie definitely set the tone for mcu
Feb 1 2017,negative,superb acting costume design sets etc unfortunately for me my eyes could not stay open
Jan 28 2017,positive,fun hilarious and action filled film paced to perfection and story that has you engaged from beginning to end
Jan 25 2017,positive,very enjoyable the avengers are not my favorite but this was awesome
Jan 23 2017,positive,a little too corny for me too many lame jokes but solid movie
Jan 18 2017,positive,this movie just doesnt hold up to repeat viewing lot of noisy action a few jokes that work the first time a character death that is later reversed and worst of all a silly argument that somehow leaves the high tech shield base undefended the three stars is for the fun of the first viewing
Jan 7 2017,positive,this is a great movie it has a great storyline and great action scenes loved it
Jan 6 2017,positive,easily one of the best superhero movies of all time
Jan 1 2017,positive,did the avengers deliver yes but it also gave us a fun ramped up experience with much to love about these character portrayals who we have seenmark ruffalo as hulk is the only changed choice who is still great tom hiddleston delivers his signature move as loki the action is guys tossing each otherin a good way and we also got funny moments the plot holes may have sometimes bothered mebut not totally we still havent gotten to my favorite mcu moviecan you guess but this is possibly 3 or 4i hope you love this blockbuster
Dec 21 2016,positive,so amazing im not huge on super hero films but i really enjoyed this also hulk is the best
Dec 15 2016,positive,avengers is a cinematic block busters experince  aggregating all the previous marvel movies and turning it into a massive grandious movie making both fans of the movies and comic book content with the source material
Dec 14 2016,positive,the first assemble of the avengers is groundbreaking but has its faults
Dec 7 2016,positive,amazing that joss got this to work and it rocks lol
Dec 4 2016,positive,fun but lets be honest it doesnt make much sense and it offers little else beyond good action
Dec 2 2016,positive,the avengers was my favorite superhero movie at the time it came out but at that time i havent seen the dark knight the film was new at the time but  now that weve gotten the same thing over and over again its not a masterpiece anymore the actually battle at the end is great but the rest of the buildup is boring and takes way too long to set up each character instead having the audience watch the previous marvel films instead of being an asshole to the fans   owens grade b
Nov 30 2016,positive,entertaining a total crowdpleaser and everybody is clearly having a good time but the whole affair is directed like a television show and whedons ideas can never overcome the framework the studio has placed the story in
Nov 30 2016,positive,still my favorite marvel movie the action plot acting and set pieces are just magnificent and welldone highly recommend if you havent seen it yet
Nov 23 2016,positive,one of the best superhero movies
Nov 22 2016,negative,i h8 how batmman is not here 
Nov 12 2016,positive,i suppose when youre juggling so many good guys the bad guys become an afterthought outside of loki this was very much cannonfodder bad guys again but the balance between the avengers was so well done you almost dont notice
Nov 12 2016,positive,what an incredible movie an amazing cast who all give great performances wonderful special effects a good score and a truly amazing story the avengers set the bar for super hero films while doing something never really done before a multi character crossoverthat worked bringing together 5 films of mythos this movie accomplished the impossible bringing the heroes from each film together and making them work in an action packed suspenseful terrific film
Nov 8 2016,positive,greatest superhero film of all time nuff said
Nov 7 2016,positive,iron man is humorous captain america is cool the hulk is awesome and this movie is my favorite superhero movie
Nov 4 2016,positive,awesome best movie of the year must see this
Oct 28 2016,positive,a movie that we thought we be impossible to make whedon makes every comic book fans dreams come true as he brilliantly portrays earths mightiest heroes on the big screen bravo mr whedon
Oct 22 2016,positive,455 ratings for the avengers  f 92 r  8 science fantasy action
Oct 16 2016,positive,great fun for fans of the characters
Oct 14 2016,positive,an amazing superhero movie  an amazing crossover movie a must watch its awesome
Oct 10 2016,positive,one of the best comic book screen adaptations ever there really much else to say
Oct 10 2016,positive,one of the greatest films of all time
Oct 9 2016,positive,one of the best super hero movies ever
Oct 5 2016,positive,this movie is great its funny its action packed and when it needs to be serious it handles being serious very well
Sep 26 2016,positive,the avengers is so amazing its everything i wanted it to be and more avengers is a really great movie this is the best marvel movie the avengers is a masterpiece the storywritingdirectingscript are great the charactersacting and dialogue are great the action is amazing the visual effects are amazing the soundtrack is great its just perfect this is the best summer movie its so fun but there are problems the first 5 minutes arent that good but were alright the action scene saved it and the last problem with the movie is that its not the movie that you could rewatch but it works fine but besides that the movie is great its very entertaining very fun and everyone who has seen the movie loves it even i love it
Sep 24 2016,positive,the payoff after years of waiting for iron man cap thor hulk widow and hawkeye to join forces if you didnt like it the 5 seconds of hulk smash puny god makes this a unique movie that no other character or director could have pulled off highly enjoyable
Sep 21 2016,positive,fun and actionpacked
Sep 17 2016,positive,this movie was not only great on first watching but it keeps bringing me back to view my favorite clips and sections the characterization is what really drives the movie yes the cgi work is very good and the musical score is excellent but its the little details that make the characters feel real and involved that bring you along for the ride one of my favorite tiny moments is the i donti dont see how thats a party line from black widow in that one line were given a brief reminder that this is a very skilled human used to fighting very skilled human spies whos now fighting aliens and monsters of epic proportions without the benefit of the near invulnerability of the superpowered individuals around her other brief favorites the moped hulksmash puny god  im pretty sure he doesnt dress like that so many great moments that tie things together
Sep 8 2016,positive,as a big marvel fan this will probably be a bit biased but i absolutely loved this movie this was the movie that really got me into the marvel franchise with its great special effects and even greater performances from some of the best thespians in the business the fact that it was also the first multisuperhero movie was the cherry on the cake for me i also appreciated the humor scattered throughout that lightened the mood just enough
Sep 8 2016,positive,how nostalgic can it get
Sep 5 2016,positive,the movie event of our generation has some flaws but is some of the most fun youll have at the movies
Sep 4 2016,positive,the ultimate comic book movie better than dark knight in my eyes it was funny the villain is great and its the definition of fun
Sep 4 2016,positive,tested the limits of how many superheros can be in one film without combusting and it passed with flying colors
Sep 3 2016,positive,the avengers is considerably overrated when it is claimed as the greatest superhero movie ever its praised for being smartly thought out and having verve and precision with its execution but in reality its not all that clever or even that great it is asserted to be the avengers is a key example of style over substance it possesses idealistic action sequence that are stunning to behold but its overall writing interpretation  which is the most important aspect  feels wooden and dull however it created a pleasurable experience for me at the movie theater as its level of enjoyability was at the peak of the mountain
Aug 31 2016,positive,i think the ratings should be higher than 92 but thats my opinion you have to remember that this movie came out with so much hype and it definitely delivered in my book not quite 5 stars but 45 stars is about right
Aug 28 2016,positive,tracking shot everyone who worked on this movie needs a tshirt that says i piss excellence
Aug 27 2016,positive,not what i was expecting at all i honestly wasnt expecting such immense troubles forming the avengers but after they were formed after overcoming their differences they were simply e p i c the ending fightaction scene was amazing and i enjoyed it very much the powerful team that they formed was terrific and the way they demolished the opposition and style of writing and witty humour made this film worthwhile to watch after all this was a very anticipated film when it came out 7 years ago in 2012 
Aug 26 2016,positive,really good with they had hulk from 2008
Aug 21 2016,positive,visually dazzling actionpacked and even packed with humour to lighten the mood a little the avengers is not only an amazing conclusion to phase one of the mcu but it is also one of the best marvel films to date with 140 minutes of entertainment and fun in the highestgrossing film of 2012
Aug 17 2016,positive,spectacular special effects to go along with an amazing cast the avengers delivers on essentially every level to provide an engaging story with likable distinguishable characters
Aug 13 2016,positive,marvels the avengers will be forever known for raising the bar of superhero films to unprecedented levels its also one of the most fun times youll have watching a movie
Aug 10 2016,positive,tom hiddleston and robert downey jr simply carry this movie that do not have much to hold it down the special effects are flawless the script is ingenious and the performances fit the whole perfectly
Aug 10 2016,positive,the generic wipeout ending for the chitauri perhaps should of had the technologicalbiological spaceheadquarters merely render there weapons and gadgets useless rather than the default death they received
Aug 9 2016,positive,its literally a comic book come to life and by that i mean one of the great all time comic stories it has everything you want and much much more whedon shows not only his writing genius but his genuine love for the genre bringing comic fans and civilians alike into his cinematic masterpiece quite literally the star wars of superhero movies
Aug 8 2016,positive,there may never be another film moment like the avengers together defending new york city and its wrapped inside an intricate story with complexity and heart
Aug 8 2016,positive,an epicmarvelloushumorousmeaningfulspectacular movie this is the movie we deservethis is the best in the mcu and bringing out the avengers together was done in an outstanding way
Aug 7 2016,positive,if you like iron man youll like this movie if you like thor youll like this movie if you like hulk you will like this movie overall you will love this film
Aug 7 2016,positive,one of the best superhero films to date with great chemistry between the casts worth a watch for any superhero fan
Aug 5 2016,positive,not as good as the critics said  but a good action movie  4 stars
Aug 4 2016,positive,superhero team movie done right whedon makes even the most fantastical conversation sound real and natural and weaves it organically into an action blockbuster
Aug 4 2016,positive,best movie of all time
Aug 3 2016,negative,overrated first half is dragging and boring some action scenes are recycled from buffy the vampire slayer and superman returns marvels 2nd choice actress scarlett as black widow is pathetic she lacks the athetlicism and physique to pull off black widow marvel shouldve made it work with emily blunt
Aug 3 2016,negative,cookie cutter story recycled themes and characters from previous marvel films weak new characters annoying old characters all with a climatic fight against generic forgettable alien robots do yourself a favor and never see this waste of film
Aug 3 2016,positive,marvels the avengers is that one awesome superhero movie that gives a lot of action and storytelling to characters that have been building up for the past 5 movies
Aug 2 2016,positive,one of the best superhero movies ive ever seen sure it might be ever so slightly dated at this point but the reason its so iconic is because it revolutionized hollywood for better or worse the avengers and films like the dark knight segmented their place in comic book movie history
Jul 31 2016,positive,i liked it a lot there was lots of awesome action and comedy
Jul 26 2016,positive,this movie brings the most famous avengers of the marvel comics to on screen which lives up to the hype of the movie with great performances by the actors and good action scenes
Jul 25 2016,positive,avengers is an unbelievable action film
Jul 25 2016,positive,avengers assemble this is an instant classic and it sure does deliver
Jul 17 2016,positive,not bad at all there hollywood
Jul 14 2016,positive,fantastically fun way to launch the superhero ensemble idea i loved the way starks ego centric nature just runs away with it as the others find their ground around him best thing in the whole thing is loki ofcourse still marvels best vilian such a fun character and hiddleston clearly is having a ball set the bar and showed if you approach it right a multi character super hero film can work
Jul 13 2016,positive,in the summer of 2012 i saw this movie 5 times in the cinema with my friends
Jul 10 2016,positive,55  even better that i could have hoped for
Jul 10 2016,positive,the avengers is a fun action packed movie with great characters and a good story all of the heroes must come together to fight off the destruction of earth loki is a great villain again despite the fact this film must find a way to balance so many larger than life characters it still manages to be a great film
Jul 10 2016,positive,with the mcu becoming more and more seasoned with its films i feel that none of it can compare to the very zenith of the franchise the avengers this film was a masterpiece of action that saw one of the alltime great movie villains impressive set pieces tied  together by the worthwhile themes conveyed on fascism and what it means to be a true hero
Jul 10 2016,positive,a decent enough film to hold the attention and entertain much more enjoyable having seen the preceding marvel films
Jul 3 2016,positive,the best movie ever
Jul 1 2016,positive,marvels the avengers is actionpacked and entertaining marvel brings all the greatest superheroes together to fight in one great battle this movie couldnt be more perfect i would very much suggest this movie
Jun 30 2016,positive,an enjoyable film you wont want to miss
Jun 28 2016,positive,the humor from superheroes with super egos bantering and jostling for attention was the most entertaining parts giant mechanical dinosaurs wriggling through a giant hole in the sky provided targets for the superheroes display of fire power and muscle team work is good but in the end only ironman must take the prize to save the day
Jun 25 2016,positive,i was left expecting more from an ensemble cast of characters that mostly had their own movies  i mean shouldnt they have had ample time to practice and prepare  the pacing was also a little janky
Jun 23 2016,positive,redefined modern cinema in such a great way amazing movie nothing more can be said
Jun 23 2016,positive,the avengers is basically everything youd want it to be dazzling special effects supercharged action delicious dialogues an excellent sense of humour that borders on witty selfparody and at the heart of all this a bunch of individually interesting superheroes who despite their personality clashes eventually manage to pull off some tremendously glorious team work whedon and co go for it from the first second up until the last and set a prime example for grand superhero flicks
Jun 22 2016,negative,mismatched abilities
Jun 20 2016,positive,one of the best avengers movie better than age of ultron
Jun 12 2016,positive,this  movie is what youd think itd be like awesome and kick ass the movie is filled to the brim with action clever humor and one liners that in the end each play beautifully of eachother the only problem i have with the movie however is its plot isnt really the best nor memorable but its way overshadowed by everything else in this movie that thankfully makes it one hell of a ride that you can watch ovar and over and over again
Jun 11 2016,positive,big battles lots of heros enough said
Jun 9 2016,positive,possibly the very definition of a comic book movie the avengers is a fantastic culmination of five movies that pays off in every way probably the best decision they made in this movie was to recast edward norton as hulk ruffalo blows him out of the water and then some as the green giant
Jun 8 2016,positive,my 3rd favorite mcu movie this casteffectsits so much to handle this movie got mcu on the the map
Jun 7 2016,positive,good story liked when the avengers formed
Jun 7 2016,positive,the thirdbest mcu movie the avengers is a wonderful culmination of five movies that all pays off we got seriously lucky that this film was as good as it was when i first saw this in theaters my immediate thought was lets see that again its only gotten better with each viewing
Jun 6 2016,positive,i love this movie but black widow could have been better
Jun 5 2016,positive,marvel studios i love u best movie studio in hollywood if people didnt love this something is wrong with them this has to be one of the greatest movies of all time
May 28 2016,positive,this movie is great the avengers are assembled
May 27 2016,positive,94     the avengers is more proof that marvel always delivers and this movie set a new standard for superhero films it is as fun to watch as are the characters and is action packed at times funny and united the team of asskickers with brilliant results
May 25 2016,positive,a film with every chance to fail on every step in bringing earths mightest heroes together on screen surprisingly shows nice balance and dinamics
May 25 2016,positive,one word awesome my 2nd best marvel movie i admit it is a little overrated but the positives are stronger than the negatives for this movie its actionpacked funny and convincing it didnt feel overstuffed at all definitely worth the wait and hype i watched it maybe like 4 times now and still aint bored of it  overall score 910 amazing as a fan of superhero movies id probably rate this a 1010 but from a filmmaking  casual movie goers perspective meaning realistic ill stick with a 910 highly recommended for everyone to watch
May 24 2016,negative,visually it is a marvel pardon the pun but it feels generic and flimsy
May 22 2016,positive,before civil war came out his was my favorite movie ever it was perfectly done
May 18 2016,positive,the avengers is no doubt the best avengers movie and is very close to the best marvel movie and the best comic book movie has all the elements required for a box office success and a movie to make the mainstream audience happy the comic book fans and the mcu fans
May 17 2016,positive,perfect in every way
May 17 2016,positive,marvel set up years of crafting the avengers and building a unique and vastly more dangerous universe than ours and joss whedon helms this behemoth of a film to continually stun and amaze audiences around the globe that something based on comic books can be dealt upon and you can make modern masterpieces from them albeit the film is not perfect but so are our heroes who actually do care for people and they think and work together to keep the world safe once again with solid performances a deceptively amusing villain groupsized action against a seemingly unstoppable horde of baddies and morethe avengers is pure definition of marvelous
May 16 2016,positive,an amazing film that changed comic book films forever
May 14 2016,positive,marvelous in every way marvels avengers will definitely be remembered as one of the if not the greatest superhero movies of all time
May 14 2016,positive,witty and brilliant the avengers has been built up by marvel since the marvel cinematic universe began in 2008 and will continue to amaze viewers for decades to come this is a movie any comic book fan and average moviegoer needs to see
May 12 2016,positive,it was so cool cant wait for the next movie
May 11 2016,positive,finally its here this film was absolutely everything i wanted the superhero chemistry was spot on terrific perfect plot and end to phase one the avengers are now assembled and cant wait for phase two
May 10 2016,positive,pat kiernan along with many other reporters discussed the avengers and the battle of new york and how the team had disappeared not long after they had first appeared
May 9 2016,negative,it was dumb no real plot except for iorn man having bad days
May 9 2016,positive,have you ever felt like solo films like superman and batman solo films are getting old if so marvels the avengers is the movie for you director joss whedon unlocks the future of superhero team ups like batman vs superman
May 8 2016,positive,fun film but loki doesnt make that great of a villain for this super hero squad
May 8 2016,positive,theres no arguing that this was the best marvel movie up until this point  and up until captain america civil war happened with surprisingly decent acting from the entire cast it may not be the revolution in superhero film which was the dark knight but nonetheless tries its best and still produces a very good movie for everyone to enjoy verdict a
May 6 2016,positive,the avengers is very exhilarating in action and definitely amazement from the solo movies of iron man captain america hulk and thor the avengers plays a huge part in the mcu 95
May 5 2016,positive,i still get goosebumps when it does a circle shot of all the avengers
May 5 2016,positive,an almost perfect superhero movie
May 3 2016,positive,marvels the avengers is a great movie that will statisfy comic book movie fans it has great action and outstanding acting from an ensemble cast though there are many characters the film does a good job at juggling each role  rating 95
May 3 2016,positive,well balanced action and character development starks sarcifice emotionally worth it decent amount of each character plot as well as pure entertainment time
May 1 2016,positive,you can say that this is the best crossover in the history of super hero movies aaaaand youre god damn right  ecit 07052016  civil war just beat it sooo its the second best croosover
May 1 2016,positive,when it comes to movies the avengers is the best one out there its funny dark fun and still an epic action movie i dont know how avengers age of ultron will top this but if it does im going to cry with tears of joy so if your looking for a good action movie comedy or superhero movie the avengers will do all that and more
Apr 30 2016,positive,excellent good writing and  strong story lines just workwould have been good even without the fx
Apr 30 2016,positive,overall grade a 96 notes the response team is finally here and marvel studios is finally making marvels again
Apr 29 2016,positive,fantasticly fun way to launch the superhero ensemble idea i loved the way starks ego centric nature just runs away with it as the others find their ground around him best thing in the whole thing is loki such a fun character and hiddleston clearly is having a ball
Apr 28 2016,positive,the avengers was so much fun and marvel absolutely nailed it let me explain what i loved  positives 1 the characters this is a no brainer without these awesome characters this film would be nothing they honestly shape this film and their banter and chemistry with one another is awesome there are a lot of humorous as well as heartfelt moments which all lend to an awesome film  2 the villain loki in my opinion is the best villain of the mcu he has motivation you understand and his rivalry with thor is mesmerizing tom hiddleston once again does a fantastic job as this character and he was the perfect villain for this movie  3 the action all of the action is done well there is quite a lot of cgi but it doesnt get in the way of the film and because of these awesome characters all the action and explosions have weight to them if these characters hadnt been characterized properly and it didnt have a well made story then this film wouldve probably turned out like a transformers movie thankfully that was not the case and all the action was awesome  overall i have no cons with this film that i can think of the avengers is one of the best comic book films ive ever seen it is by far one of the best things marvel has ever done and it was one of the most fun ive had watching a movie even if you arent a comic book fan i guarantee you will enjoy this film dont go into this movie expecting a mindless action movie like transformers this film is a lot more deep than that
Apr 28 2016,positive,joss whedon did an amazing job bringing iron man thor the hulk and captain america together the final battle does a masterful job bringing the team together a phenomenal end to phase 1
Apr 26 2016,negative,ah the avengers how i hate this movie it is overrated and overpopular beyond words and has nothing which makes a film great the only things it has are good special effects and a nice soundtrack  factors which are only superficial in nature and cannot make anything good its story is filled with plotholes and characterization and character development is below subpar the story doesnt even try to explore any themes and the whole thing is just one huge galore of special effects  on the other hand there are good films of the same genre such as the dark knight and the incredibles which do not receive the same fame and popularity such as this one despite the fact that they are far better in terms of storytelling characterization theme exploration and have far more innovation the avengers on the other hand has zero innovation and its story is full of plot holes  the visual section deserves a perfect score as that is the only thing about the movie which is good the explosions spaceships villains weapons iron mans suit everything looks realistic and wonderful of course that is to be expected with the technology of today the sound section is also nothing to complain about the sound amplifies the action and makes one excited about it other than that i found it quite forgettable the acting is decent robert downey jr as always speaks as fast as a cheetah runs which is why people who are not so great at english may need subtitles not that the things he is saying is deep or meaningful  now that ive finished with the good parts of the movie i can now explain why the story and characters are st i have already said that the story has zero innovation and is totally formulaic the story is about the trademark superheroes fighting a villain bent on conquering the world with the power of a magical object so original right the heroes find the villain who separates them but they come back together almost immediately and fight the villain and his huge army in a large metropolitan city   even if you have not seen the movie you should be able to tell how the movie is going to end of course our heroes are going to win and our villains are going to lose as mentioned earlier there are a large number of plot holes and plot conveniences those who havent seen the movie may skip this although i dont know why you would want to after all the movie was released four years ago  ill begin with the most obvious why was banner able to transform into hulk if he is always angry as he says he is why isnt he constantly in the hulk form also he got angry earlier in the movie due to which he turned into hulk totally not a plot convenience  why do the avengers start fighting just because shield is making weapons using the tesseract in fact seeing all the extraterrestrial things in this world that is the only logical thing to do thats no reason to fight they should instead be looking for it and helping shield create the weapons why didnt loki run away when thor and iron man were fighting each other scrap that why didnt he fight iron man and captain america together dont tell me it was his plan to get captured first of all thats directly taken out of the dark knight and secondly the plan was flawed dont tell me he made that sty plan in ten seconds          where are spiderman fantastic four deadpool daredevil and most of all the xmen at least they couldve given a one line explanation on this why didnt they bring the xmen they were fighting an extraterrestrial war for gods sake you dont send six soldiers into a war not even when one of them is a god even magneto would probably help them if loki really wanted to take over the world why didnt he just hypnotize all the important people eg the president of america as well as all the avengers to do his bidding he couldve taken over the world in an instant after the invasion in a post credits scene the avengers  are seen together in a shawarma stall eating wtf an extraterrestrial invasion just happened and a shawarma stall is still open and serving its customers i know that was just for comedy but seriously wtf the villains are defeated the invasion is over and nick fury gives the tesseract and the villainloki to thor to take to asgard for imprisonment its a very strange thing that there are no protestors on the road protesting to kill loki in earth itself nobody has done anything to the avengers to make them compensate for the losses done to new york city because of them how is that possible there should be a mob below the stark building demanding the death of iron man   and this movie was nominated for best writing in a particular award ceremony in fact one whole hour was spent in pointless battles and the destruction of a major city where only the ending mattered the ending was a total cop out which saw the death of an entire army due the destruction of a single spaceship why because the movie has to end sometime thats why   now that ive established how bad the story is i will talk about the characters it may seem that the movie has no need of character introduction and development as each character has a movie of its own this is partly true however the characters are still not developed the avengers include  a billionaire who fights in iron suit a god a soldier from the times of world war ii and a scientist which can go super saiyan an becoming angry how relatable  in each of their respective movies they have to fight a villain having similar powers as them yes they have similar powers while building their romance with girl x they do not face any other problem such as getting divorced going bankrupt etc any such problem will only be a backdrop the end of the movie will see the villain defeated  the hero victorious and the hero and the girl in a strong relationship the hero will not be seen in any other problem such as failureexcept if they are fighting the villain for the first time loss changeetc all problems mostly revolve the external forceiethe villain this makes them completely unrelatable  in case you tell me that this is natural for a superhero movie the incredibles had its main character fired from his job and the dark knight saw bruce waynes ideals being challenged no such thing is     seen in the marvel cinematic universe  ill admit that iron man and thor had development however they were the only ones the characters then developed into very similar archetypes as individual movies that was very good but they were a part of a larger universe thus characters being fully developed there was a bad thing because it finally made the characters in the avengers quite boring as they were all good and had absolutely no bad qualities the heroes were just good guys and that is the only way one can define their personality in this movie        the villains are mostly faceless mooks who are only there to cause destruction and be defeated by the heroes it is not even known who they were loki on the other hand is the best marvel movie villain thats a great thing right no no it isnt hes just the best looking thrash in the garbage bin having more backdrop and personality makes him better than the rest of those idiots who were just there to be defeated by the hero  and the st still doesnt end there i can go on about how everyones powers are broken yes they are broken and how loki was an idiot for keeping the main energy source on top of stark tower and how the heroes grieved over the death of a secondary character saying he never showed you his captain america vintage card collection that character too was bland beyond words and received no fleshing out or development except maybe in the tv series  verdict so as youve come to know from my review avengers is the greatest masterpiece of the 21st century not its st and doesnt deserve any of the popularity it gets the applause it deserves is for its visual effects which is the only thing for which it has gotten awards other than that it is bad and i would not recommend it to anybody  visual score1010 sound score810 story210 characters410      overall310  i dont take the average of the above
Apr 24 2016,positive,besides being an immensely fun roller coaster ride the avengers is a fantastic translation of the silver age of comics to the big screen
Apr 24 2016,neutral,fun movie with fun action scenes but is a meh movie
Apr 24 2016,positive,with an excelent balance between the whole cast and characters respectin every detail stablished in the prior movies and overall respecting the comic escence from everyone ecxelent action sequences humor special fx score acting etc  avengers became the best superheroe movie ever delivering what we were expecting since iron man in 2008 joss whedon made history here avengers assemble
Apr 23 2016,positive,the one thing that no comic movie has ever done has finally happened and holy crap it did not disappoint saw this movie more than once and it was well deserved it did not disappoint and made me look forward to see whats coming up next
Apr 21 2016,positive,eat your heart out michael bay
Apr 19 2016,positive,one of my favorite movies period the avengers couldnt have been brought to the screen any better pulling this off was a small miracle
Apr 17 2016,positive,this was cinematic gold finally bringing multiple heroes on screen together for the first time
Apr 16 2016,positive,great actors its genius how a superhero doesnt overshadow another superhero and also a superhero movie is nothing without an impressive performance from its antagonist tom hiddleston once again delivered a perfect performance on this category
Apr 14 2016,positive,the perfect end to phase one
Apr 12 2016,positive,an entertaining movie with lots of actions and jokes with 5 movies length of trailer marvel had delivered a fantastic blockbuster that live up to its hype be it the quarrel between the superheros or joking at each other or the action scene this movie keeps our eyes on the screen all the time
Apr 12 2016,positive,every comic books fans dreams come true in this movie
Apr 10 2016,positive,this is my all time favorite movie combining all marvels top heroes its spectacular
Apr 9 2016,positive,one of the greatest comic book movies of all time hands down
Apr 8 2016,positive,marvels the avengers is one of the most overrated films in the history of cinema  preceded by the critically acclaimed iron man the disappointing iron man 2 the acceptable captain america the first avenger  the odd thor and the intense the incredible hulk  loki is back in all of his 1980s hairstyle glory as the most overrated supervillain in the marvel cinematic universe  i mean honestly what is so amazing about tom hiddlestons character  mullet check  creepy demeanor check  total pansy check  english accent check  loki is literally laughable in the epic superhero roundup  the budget was clearly spent on the cast for the film rather than the actual film itself and the storyline is hardly thoughtprovoking  this film is socially acceptable because it was the first time we had multiple major superheroes in one film and we pitted themselves against each other which caused the comic ultrafanboys to go stircrazy  captain america looked so stinking ridiculous that he could have been a power ranger  after iron man takes the nuke into space how does fall back through the wormhole  you cant fall in space  but my biggest complaint was bruce banners line im always angry  angry  hulk hello  the entire equation for the presence of the hulk monstrosity is now entirely in question people  that literally make zero sense  okay my rant is over  despite its flaws it was a fun movie  if you overlook its major defects as most people have it can exciting to see
Apr 6 2016,positive,one of my favorite superhero films and just an all around terrific film that brought the team together in excellent fashion this is one of the highest standards set by marvel
Apr 3 2016,positive,of all of the massive financial hits in history the avengers is one of the few i would not classify as overrated the film is honestly so much fun and deserved all its success
Apr 2 2016,negative,this is bull shot movie i have ever seen
Apr 2 2016,positive,there wasnt much to avengers iron man couslon loki and fury seemed like the only characters with distinct personality luckily i believe this was fixed in future installments i was disappointed that marvel got rid of edward norton as i believed he was very strong generally i think this film was entertaining for a couple of watches due to the mere fact of seeing the avengers on the big screen
